timestamp,value,__name__,instance,job
19:00:11.032,28716.777837,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:12.126,28716.788714,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:13.228,28716.794731,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:14.322,28716.799701,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:15.463,28716.829996,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:16.556,28716.833467,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:17.672,28716.837844,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:18.750,28716.843212,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:19.882,28716.861259,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:20.977,28716.864393,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:22.087,28716.877304,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:23.189,28716.882759,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:24.341,28716.916090,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:25.455,28716.922376,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:26.553,28716.926436,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:27.638,28716.929937,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:28.797,28716.956246,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:29.883,28716.960855,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:30.982,28716.963560,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:32.112,28716.974223,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:33.261,28717.004903,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:34.351,28717.013069,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:35.439,28717.017085,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:36.524,28717.020997,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:37.661,28717.038550,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:38.742,28717.041329,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:39.828,28717.045517,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:40.921,28717.049183,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:42.059,28717.074274,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:43.154,28717.077625,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:44.240,28717.081733,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:45.329,28717.085166,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:46.484,28717.108212,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:47.567,28717.111958,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:48.672,28717.114935,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:49.759,28717.119668,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:50.902,28717.142576,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:51.994,28717.146838,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:53.085,28717.152605,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:54.211,28717.161272,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:55.349,28717.180266,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:56.439,28717.185563,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:57.535,28717.188761,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:58.637,28717.192200,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:00:59.784,28717.214803,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:00.872,28717.218481,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:01.970,28717.222316,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:03.072,28717.239604,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:04.273,28717.290523,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:05.366,28717.294202,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:06.445,28717.298409,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:07.532,28717.303452,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:08.670,28717.320137,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:09.757,28717.328464,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:10.848,28717.333599,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:11.938,28717.336924,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:13.082,28717.358254,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:14.172,28717.365321,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:15.265,28717.369898,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:16.361,28717.374270,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:17.503,28717.393157,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:18.589,28717.396789,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:19.681,28717.401404,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
19:01:20.787,28717.405873,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
