Name,PID,ContainerID,WorkDir
nxf-W7Tcj3kaFAkEaOwk20rtierX,1018897,dd9994036cb240dacf6ab7e6bfeead500096207c57a0dc3a2b796d6b43d9a95b,/storage/nf-core/exec/work/dc/ce2c07533ea8eab6bb05edc4013d1e
nxf-JFsATDrfX5t14zoy5R2INKVo,0,e4f94acf820812f8dc84b9e57d97aaa2b9e55b1d84c3903902d9993f0e363c7b,/storage/nf-core/exec/work/c8/c34a8416446b52bb2c4676dce1288b
nxf-7FuIChZKZYi8lChFDy0rnSBP,0,0a834edb41c1832135bbb6ef5c338003abe22e9acc362603e11acd55484fd2f8,/storage/nf-core/exec/work/b4/bc554173574c70627c614ace02d7a9
nxf-eTFK825PGU7ulr3LvZuWDO3V,0,c921548b35de26176698b1d143bb71f85b632bdbcf2d39f930e5b091657ac65e,/storage/nf-core/exec/work/93/51c5726d2ddc1975e1af388170ef97
nxf-W9dLasyWxw138tcDrpZYCQfj,1017633,a8a733881a486ad5fd0d1a6c000d7bbf4ad48420cd0e33dbaadec18b1acdd03f,/storage/nf-core/exec/work/13/e133c3d149dcaf66792b05b0461595
nxf-xa0k23fwVw8YdiRzX0r253Vp,0,d72200d02115561f0eb5b2994cf6640d91b47d5c8db9993a81448c8281f4a35a,/storage/nf-core/exec/work/83/be268d34e3fc65844939cb6e0e3c23
nxf-Mx89JBYveatphaAXAePwWcjQ,1019152,3b127592f378b6980c1301925ac10511ece358943ba899e4ba649520903685ff,/storage/nf-core/exec/work/01/bfe2c7895530f6e143fda85f890d24
nxf-pDCcBKYQAd05lAEtDAUxyEYr,1019146,023356f884005593227c63510f51d84a257c3cc1c9b6a6e3d3773e12184fad94,/storage/nf-core/exec/work/80/3588ddda9744ea738c0404fd9f250c
nxf-HheZj1QfRDtdmENQahoCBeM3,0,f530fbb8da1f11777fe666665e7d11f59edbcc0b12b5b13b64f27013f12aa251,/storage/nf-core/exec/work/fd/d168b49be95e8fb9dd533609f23885
nxf-YKjpMZjmJ02WuRH76NgjVr99,0,e3f11de00a5f8dd5f83463398e2536a310ac03ba8dd8d3ffa4e5c88dc78e70ec,/storage/nf-core/exec/work/36/af5796911097dd25028bd7f7e69484
nxf-0vDysA9DeFhbsLxii39V9rts,996719,e24f6c47f93f2faba7f4997871ea60d1ceebf177ef8c98c9ed22ecf250bad12a,/storage/nf-core/exec/work/ee/519cdfed51be1214fd4bddd8b2cb18
nxf-eUJjUKRhFpbVin6jjVfo5UJW,0,0c2f3e7279bbb48b1abb5f4c42f81f490414506ad0ad10930e7c81cd988afbd2,/storage/nf-core/exec/work/f1/531d1ce95309ff3733a3cbe14cf56c
nxf-7PnokHmMCXvk6dGv2FCmtcAS,1019014,c0721e0aa9bc160db49e3e77b879d1f891f459bf3652f987cda8ca5e075a3992,/storage/nf-core/exec/work/9c/c0b6f2edbc8ec6ccf317366baa1b89
nxf-zhvLVFYen4YAJ60mAe0XxL50,0,53e092d0387472c8d46427751c25b8479ebb482127aaab0daa7b4488c047f39d,/storage/nf-core/exec/work/c4/cb7f1126061de6398971471bf1d991
nxf-fKchTZgTcybklst3VQvFRB3V,0,61fd49bb418a8a437d8224c230bbd3577f10e5c87c79ae184505f6d5be35a3c1,/storage/nf-core/exec/work/ec/cf093f2a5d062231c95867105304ef
nxf-aAwxFlmFk8aqwAIrkw9qC46u,1020673,8b6a207709e7d6cdfae8e886c8d3c3efb581f0f207bb88030665c94fb27439dd,/storage/nf-core/exec/work/d3/c9367615aec78a244554778822fe86
nxf-wa0X1naghkBXB0GPYbE2qBXn,0,b09779e23865f3bb5fb74a12a47e131f13703d1d1e737238601dc4d4019d660f,/storage/nf-core/exec/work/b8/ba853e23f4414848acc5b788df4d50
nxf-psrKw0vgxQmx0rOOoz6JwAM3,1020734,d1954746e376d5e27f8bd99f4b586463058aaef4495f6b45712160b7c37c60bc,/storage/nf-core/exec/work/71/33e1dcfea3e55bed1fc333b0f37c4a
nxf-ArhqVHmRDJWTBlEe2VsCick6,0,57c70df0f2bb2caface3105a8742ba4f1546b4f71318aacaec988334e98857f9,/storage/nf-core/exec/work/a0/83bbe6121dec483ff9415227077205
nxf-k0HCE0kIZlwdauK5Zi9htEQX,1003972,ffb56d2a8076f37eaad0f07b9ed88f617ec089143594517901c3763943be2184,/storage/nf-core/exec/work/f4/c25e2b9bda197f5b4cd73b8e426aa8
